,0,Lead Amount ppb,Partial Postal Code,Sample Number,Sampled Date
621,,<0.0500,M4G,1735274.0,2015-05-06
622,,0.865,M6P,1736510.0,2015-05-06
623,,2.83,M4L,1740920.0,2015-05-06
624,,0.0545,M8W,1740467.0,2015-05-06
628,,0.481,M6G,1736506.0,2015-05-06
626,,0.0811,M4M,1735278.0,2015-05-06
627,,0.0710,M8Y,1740455.0,2015-05-06
629,,0.0835,M6J,1736514.0,2015-05-06
625,,1.10,M9A,1740457.0,2015-05-06
620,,<0.0500,M2H,1735650.0,2015-05-07
619,,<0.0500,M2M,1736509.0,2015-05-07
618,,0.161,M4K,1737777.0,2015-05-10
614,,0.775,M6S,1736508.0,2015-05-11
615,,1.12,M6B,1736515.0,2015-05-11
617,,0.0637,M4P,1736516.0,2015-05-11
616,,<0.0500,M3H,1736511.0,2015-05-11
613,,0.415,M6S,1740458.0,2015-05-12
612,,1.00,M4K,1737776.0,2015-05-12
611,,0.479,M5S,1736512.0,2015-05-12
610,,0.265,M4K,1736507.0,2015-05-12
609,,0.0884,M4J,1737778.0,2015-05-12
604,,1.82,M6E,1740447.0,2015-05-13
600,,0.409,M4C,1737782.0,2015-05-13
601,,0.487,M6S,1742647.0,2015-05-13
602,,0.588,M4K,1737780.0,2015-05-13
603,,0.395,M6C,1740451.0,2015-05-13
606,,0.575,M6R,1740456.0,2015-05-13
607,,0.600,M4K,1737781.0,2015-05-13
608,,<0.0500,M6S,1740419.0,2015-05-13
605,,5.68,M1B,1736513.0,2015-05-13
596,,0.204,M6R,1740446.0,2015-05-14
597,,0.797,M8Y,1740448.0,2015-05-14
595,,0.117,M1L,1740901.0,2015-05-14
599,,<0.0500,M4K,1740919.0,2015-05-14
598,,7.27,M6E,1740465.0,2015-05-14
594,,0.996,M6R,1740395.0,2015-05-15
593,,2.62,M4N,1740394.0,2015-05-15
592,,1.09,M4J,1740922.0,2015-05-15
591,,2.87,M6R,1740445.0,2015-05-15
590,,2.46,M6S,1742078.0,2015-05-18
589,,<0.0500,M6E,1740923.0,2015-05-19
588,,0.0618,M6H,1740479.0,2015-05-20
587,,6.27,M4J,1740924.0,2015-05-20
586,,<0.0500,M6K,1742115.0,2015-05-20
585,,0.283,M4W,1740476.0,2015-05-20
584,,1.98,M4M,1740926.0,2015-05-20
583,,0.547,M6P,1742069.0,2015-05-20
572,,0.168,M6P,1742129.0,2015-05-21
573,,1.46,M5M,1742067.0,2015-05-21
574,,0.106,M4K,1743754.0,2015-05-21
575,,0.0688,M4W,1742064.0,2015-05-21
576,,0.128,M6P,1742068.0,2015-05-21
581,,0.189,M6P,1742123.0,2015-05-21
578,,0.210,M6H,1742159.0,2015-05-21
579,,1.06,M6M,1742065.0,2015-05-21
580,,0.0773,M9A,1742648.0,2015-05-21
582,,<0.0500,M5P,1742071.0,2015-05-21
577,,0.309,M6J,1742090.0,2015-05-21
571,,0.0551,M4K,1742125.0,2015-05-22
570,,0.0968,M4C,1743759.0,2015-05-22
569,,0.487,M5R,1745534.0,2015-05-24
568,,0.0980,M4C,1743760.0,2015-05-25
567,,0.0518,M4N,1742066.0,2015-05-25
566,,0.660,M6C,1742163.0,2015-05-25
565,,2.13,M4C,1743757.0,2015-05-25
564,,0.0982,M4J,1743756.0,2015-05-25
563,,0.918,M9V,1742646.0,2015-05-25
562,,<0.0500,M6R,1742063.0,2015-05-26
561,,3.06,M4G,1743758.0,2015-05-26
560,,0.104,M4J,1743755.0,2015-05-26
559,,0.0583,M4G,1748492.0,2015-05-27
554,,0.350,M4L,1747388.0,2015-05-28
555,,3.71,M4C,1747389.0,2015-05-28
557,,0.0647,M6H,1745532.0,2015-05-28
558,,1.06,M1R,1753143.0,2015-05-28
556,,0.0674,M8Y,1745907.0,2015-05-28
553,,0.215,M1R,1747387.0,2015-05-29
552,,1.47,M1L,1745537.0,2015-05-29
551,,0.247,M1J,1753145.0,2015-05-29
550,,<0.0500,M8W,1745906.0,2015-05-30
549,,3.14,M6N,1745531.0,2015-05-31
548,,0.954,M4J,1747386.0,2015-05-31
546,,1.08,M6H,1745533.0,2015-06-01
547,,1.92,M4R,1748505.0,2015-06-01
545,,0.132,M8X,1745905.0,2015-06-01
544,,2.58,M6S,1745536.0,2015-06-01
543,,7.51,M6J,1745535.0,2015-06-02
542,,1.04,M6G,1748491.0,2015-06-03
541,,4.83,M6P,1748504.0,2015-06-03
539,,47.3,M5M,1748493.0,2015-06-04
538,,0.349,M4C,1748506.0,2015-06-04
540,,<0.0500,M6G,1748579.0,2015-06-04
537,,0.0722,M6R,1748494.0,2015-06-05
536,,0.0658,M4L,1749851.0,2015-06-05
535,,0.159,M6S,1748503.0,2015-06-05
534,,0.588,M6R,1748502.0,2015-06-05
533,,0.0633,M8Y,1752196.0,2015-06-05
532,,0.473,M2L,1753146.0,2015-06-05
531,,<0.0500,M4L,1749842.0,2015-06-05
528,,<0.0500,M6A,1752204.0,2015-06-07
530,,0.889,M4J,1749875.0,2015-06-07
529,,0.433,M4K,1766051.0,2015-06-07
527,,0.176,M4J,1749843.0,2015-06-08
526,,0.0808,M4J,1749840.0,2015-06-08
524,,<0.0500,M8V,1752201.0,2015-06-08
525,,1.62,M4E,1748501.0,2015-06-08
523,,0.136,M4L,1751424.0,2015-06-09
522,,0.202,M4K,1751443.0,2015-06-09
521,,2.32,M2L,1751417.0,2015-06-09
520,,<0.0500,M4M,1751442.0,2015-06-10
519,,2.02,M4J,1749841.0,2015-06-10
518,,0.0930,M4C,1749864.0,2015-06-10
514,,<0.0500,M4M,1757248.0,2015-06-11
517,,0.308,M8V,1751454.0,2015-06-11
516,,0.0534,M9C,1752205.0,2015-06-11
515,,0.122,M6C,1751425.0,2015-06-11
513,,0.805,M6P,1751407.0,2015-06-12
511,,0.860,M6P,1751408.0,2015-06-12
510,,0.847,M6H,1751420.0,2015-06-12
509,,1.92,M6P,1751418.0,2015-06-12
512,,0.297,M6P,1751409.0,2015-06-12
508,,1.22,M6S,1751449.0,2015-06-14
507,,<0.0500,M2H,1751421.0,2015-06-14
506,,0.499,M4E,1751406.0,2015-06-14
505,,0.650,M5S,1751451.0,2015-06-14
504,,0.624,M4E,1753127.0,2015-06-15
503,,0.154,M8V,1751419.0,2015-06-15
502,,0.0808,M4M,1753128.0,2015-06-15
501,,0.665,M5A,1757245.0,2015-06-15
500,,<0.0500,M9A,1752239.0,2015-06-15
499,,0.908,M8V,1755398.0,2015-06-16
498,,<0.0500,M4M,1753129.0,2015-06-16
497,,0.133,M4K,1757242.0,2015-06-16
496,,0.0775,M5M,1758476.0,2015-06-17
495,,3.63,M6J,1757251.0,2015-06-17
494,,0.196,M4B,1755406.0,2015-06-18
493,,2.80,M6E,1755408.0,2015-06-18
492,,0.104,M1M,1755397.0,2015-06-18
491,,<0.0500,M5M,1757244.0,2015-06-18
490,,0.237,M4E,1755410.0,2015-06-19
489,,24.8,M6R,1755411.0,2015-06-19
488,,0.0545,M4J,1755405.0,2015-06-19
487,,<0.0500,M4A,1755768.0,2015-06-22
486,,1.05,M6S,1755407.0,2015-06-23
485,,0.0757,M6P,1755409.0,2015-06-23
484,,8.35,M4K,1765612.0,2015-06-24
483,,0.163,M5R,1758475.0,2015-06-25
481,,2.41,M6S,1758474.0,2015-06-29
480,,<0.0500,M2K,1761336.0,2015-06-29
482,,1.48,M4T,1758473.0,2015-06-29
479,,1.01,M5N,1761337.0,2015-06-30
478,,1.29,M5N,1758472.0,2015-06-30
474,,0.270,M6P,1761497.0,2015-07-02
477,,5.38,M6P,1761471.0,2015-07-02
476,,<0.0500,M4N,1761495.0,2015-07-02
475,,0.0905,M1G,1773450.0,2015-07-02
473,,0.186,M4M,1761469.0,2015-07-05
472,,0.0912,M3J,1761338.0,2015-07-06
471,,3.31,M4K,1765912.0,2015-07-06
470,,8.53,M6H,1761468.0,2015-07-06
469,,14.3,M4E,1761470.0,2015-07-06
468,,1.18,M6E,1761473.0,2015-07-06
467,,0.139,M6A,1761339.0,2015-07-06
466,,38.3,M4C,1765648.0,2015-07-07
465,,0.335,M4T,1761474.0,2015-07-07
463,,2.26,M4L,1764189.0,2015-07-08
462,,0.301,M4M,1765665.0,2015-07-08
461,,0.0789,M4G,1765680.0,2015-07-08
460,,4.05,M4N,1761472.0,2015-07-08
459,,0.108,M6P,1764744.0,2015-07-08
458,,0.0504,M4E,1764188.0,2015-07-08
457,,0.0505,M8Y,1761475.0,2015-07-08
464,,0.0711,M4M,1764191.0,2015-07-08
452,,0.164,M8V,1765201.0,2015-07-09
451,,0.205,M8V,1765197.0,2015-07-09
454,,1.11,M5M,1764731.0,2015-07-09
455,,1.72,M5M,1764732.0,2015-07-09
456,,1.52,M6G,1764201.0,2015-07-09
453,,0.777,M5P,1764207.0,2015-07-09
450,,0.394,M4G,1765791.0,2015-07-10
449,,0.639,M6R,1764200.0,2015-07-11
448,,2.45,M6K,1765287.0,2015-07-11
447,,<0.0500,M1P,1765075.0,2015-07-12
446,,0.111,M8X,1764199.0,2015-07-12
445,,0.824,M6S,1765199.0,2015-07-12
440,,0.258,M6N,1765200.0,2015-07-13
441,,1.60,M4X,1764190.0,2015-07-13
443,,0.957,M6E,1765202.0,2015-07-13
444,,2.76,M4L,1768156.0,2015-07-13
442,,0.104,M4C,1765624.0,2015-07-13
439,,0.695,M8W,1765198.0,2015-07-14
438,,<0.0500,M9P,1768178.0,2015-07-15
437,,0.944,M4L,1766152.0,2015-07-15
436,,0.624,M6G,1768174.0,2015-07-15
435,,3.76,M6H,1768158.0,2015-07-15
434,,3.58,M4E,1772709.0,2015-07-15
433,,<0.0500,M4J,1790178.0,2015-07-15
431,,0.0553,M2N,1772706.0,2015-07-16
430,,0.0726,M9P,1768171.0,2015-07-16
432,,<0.0500,M6K,1768153.0,2015-07-16
429,,2.44,M4J,1768155.0,2015-07-17
427,,<0.0500,M6S,1776503.0,2015-07-17
428,,0.231,M6H,1768157.0,2015-07-17
426,,9.33,M4J,1769704.0,2015-07-18
425,,0.318,M5R,1772724.0,2015-07-19
424,,0.0889,M4R,1768154.0,2015-07-20
423,,<0.0500,M4K,1768159.0,2015-07-20
422,,<0.0500,M4J,1769703.0,2015-07-21
421,,1.35,M5M,1769711.0,2015-07-21
420,,2.99,M6S,1776518.0,2015-07-21
419,,0.0692,M4Y,1772692.0,2015-07-21
418,,3.39,M4E,1769712.0,2015-07-21
417,,0.0907,M5P,1772705.0,2015-07-22
416,,0.0596,M9M,1772710.0,2015-07-22
412,,1.24,M4S,1773460.0,2015-07-23
415,,<0.0500,M4C,1769702.0,2015-07-23
414,,0.284,M8V,1776496.0,2015-07-23
413,,<0.0500,M1N,1775802.0,2015-07-23
411,,0.0536,M4J,1776528.0,2015-07-24
410,,35.0,M6R,1772734.0,2015-07-24
409,,0.706,M6R,1772707.0,2015-07-25
408,,0.0820,M1M,1773459.0,2015-07-26
407,,0.0766,M4C,1772690.0,2015-07-26
406,,6.05,M4R,1772687.0,2015-07-26
401,,3.23,M4C,1773451.0,2015-07-27
402,,0.411,M4R,1772689.0,2015-07-27
400,,<0.0500,M8W,1779589.0,2015-07-27
404,,0.0931,M4R,1772688.0,2015-07-27
405,,3.07,M6E,1772708.0,2015-07-27
403,,0.190,M4C,1772693.0,2015-07-27
399,,<0.0500,M5P,1772721.0,2015-07-28
398,,0.572,M6H,1779588.0,2015-07-28
397,,3.92,M6P,1772645.0,2015-07-28
396,,0.434,M4L,1773461.0,2015-07-28
395,,1.21,M4M,1772648.0,2015-07-28
394,,0.238,M6G,1772691.0,2015-07-28
393,,1.84,M4C,1773458.0,2015-07-29
392,,0.0833,M4J,1772740.0,2015-07-29
391,,0.636,M6S,1772646.0,2015-07-29
388,,0.926,M4C,1776522.0,2015-07-30
387,,0.136,M6H,1776526.0,2015-07-30
390,,<0.0500,M6P,1776520.0,2015-07-30
389,,1.86,M4S,1778112.0,2015-07-30
386,,1.34,M4G,1776519.0,2015-07-31
385,,1.82,M5M,1778110.0,2015-07-31
384,,3.82,M4G,1778109.0,2015-08-01
383,,0.0782,M4J,1776525.0,2015-08-04
382,,0.0736,M9B,1775803.0,2015-08-04
381,,0.447,M4K,1776523.0,2015-08-04
380,,1.85,M6R,1776517.0,2015-08-04
379,,3.53,M6S,1776502.0,2015-08-04
378,,0.734,M8W,1784711.0,2015-08-04
377,,4.93,M4C,1776527.0,2015-08-05
376,,1.88,M6J,1776521.0,2015-08-05
375,,<0.0500,M6R,1779590.0,2015-08-05
371,,0.0516,M4G,1776524.0,2015-08-06
374,,1.04,M4L,1779472.0,2015-08-06
373,,0.587,M4M,1779628.0,2015-08-06
372,,2.22,M4J,1779593.0,2015-08-06
368,,<0.0500,M4K,1779471.0,2015-08-07
367,,1.16,M4J,1779437.0,2015-08-07
366,,2.08,M5N,1778111.0,2015-08-07
365,,0.0963,M4C,1779458.0,2015-08-07
370,,0.0998,M6E,1779592.0,2015-08-07
369,,15.7,M4P,1778108.0,2015-08-07
364,,0.708,M6R,1779438.0,2015-08-09
363,,<0.0500,M4A,1779594.0,2015-08-10
362,,3.41,M4M,1779456.0,2015-08-10
361,,0.206,M1N,1779591.0,2015-08-10
360,,0.0746,M5N,1779457.0,2015-08-11
359,,0.238,M3A,1781117.0,2015-08-11
357,,0.459,M4R,1781105.0,2015-08-12
358,,1.34,M6K,1779473.0,2015-08-12
356,,0.128,M4M,1779430.0,2015-08-12
355,,2.14,M4M,1784316.0,2015-08-13
354,,0.308,M8X,1782463.0,2015-08-13
353,,<0.0500,M8Z,1782481.0,2015-08-13
352,,0.125,M4L,1784267.0,2015-08-13
351,,1.92,M1N,1790172.0,2015-08-14
349,,4.27,M6K,1784286.0,2015-08-17
348,,<0.0500,M6A,1784346.0,2015-08-17
347,,1.18,M6N,1784272.0,2015-08-17
350,,<0.0500,M2R,1784322.0,2015-08-17
346,,<0.0500,M1L,1790179.0,2015-08-17
345,,0.0959,M6J,1784319.0,2015-08-18
344,,2.54,M8X,1782490.0,2015-08-18
343,,2.62,M4C,1784307.0,2015-08-18
342,,<0.0500,M6S,1784289.0,2015-08-18
341,,<0.0500,M4S,1784336.0,2015-08-18
340,,3.32,M4E,1784293.0,2015-08-19
339,,<0.0500,M9W,1782491.0,2015-08-19
338,,6.12,M6E,1784314.0,2015-08-19
334,,0.0753,M2P,1784320.0,2015-08-20
335,,1.87,M4L,1784342.0,2015-08-20
337,,0.115,M4K,1784268.0,2015-08-20
336,,0.0729,M9N,1784318.0,2015-08-20
330,,1.18,M6J,1784321.0,2015-08-21
328,,0.311,M4K,1784317.0,2015-08-21
333,,1.16,M4L,1789193.0,2015-08-21
332,,0.0808,M6S,1784345.0,2015-08-21
331,,0.0882,M6S,1784335.0,2015-08-21
329,,1.19,M4P,1789190.0,2015-08-21
326,,29.8,M4J,1789199.0,2015-08-24
327,,<0.0500,M4K,1789194.0,2015-08-24
323,,<0.0500,M4L,1789165.0,2015-08-25
322,,0.0664,M8W,1784710.0,2015-08-25
325,,<0.0500,M6P,1784297.0,2015-08-25
324,,0.207,M8Z,1784712.0,2015-08-25
321,,1.04,M6S,1789207.0,2015-08-26
319,,1.23,M4J,1789191.0,2015-08-26
320,,0.0844,M2K,1793603.0,2015-08-26
318,,0.467,M9N,1789204.0,2015-08-27
317,,0.740,M4M,1789200.0,2015-08-27
316,,5.54,M6M,1789218.0,2015-08-27
315,,1.63,M4G,1789189.0,2015-08-27
314,,0.0731,M4E,1789164.0,2015-08-28
313,,<0.0500,M4G,1789188.0,2015-08-28
312,,0.224,M8V,1789163.0,2015-08-28
311,,1.31,M6M,1789220.0,2015-08-28
309,,0.0672,M4G,1793604.0,2015-08-29
310,,2.01,M4C,1789195.0,2015-08-29
308,,106,M4G,1789167.0,2015-08-30
307,,0.0983,M8X,1790176.0,2015-09-01
306,,<0.0500,M6B,1793607.0,2015-09-01
305,,0.967,M6N,1789213.0,2015-09-01
304,,1.86,M4T,1793606.0,2015-09-01
303,,10.9,M4L,1789208.0,2015-09-01
302,,0.234,M6R,1789206.0,2015-09-01
298,,8.17,M4C,1789192.0,2015-09-02
299,,<0.0500,M8V,1789221.0,2015-09-02
300,,2.87,M4L,1789203.0,2015-09-02
301,,0.970,M6N,1790173.0,2015-09-02
297,,0.328,M4C,1795732.0,2015-09-03
296,,0.226,M8W,1790175.0,2015-09-03
295,,7.09,M6S,1790177.0,2015-09-03
294,,8.44,M4C,1795746.0,2015-09-04
293,,1.03,M4C,1795736.0,2015-09-04
292,,0.107,M2K,1793605.0,2015-09-07
290,,2.60,M4J,1795748.0,2015-09-08
289,,0.139,M6P,1790171.0,2015-09-08
291,,5.69,M6S,1790174.0,2015-09-08
288,,2.98,M4C,1795738.0,2015-09-09
287,,<0.0500,M6G,1793069.0,2015-09-09
286,,1.83,M6H,1793071.0,2015-09-10
285,,0.376,M9C,1798130.0,2015-09-10
284,,0.0949,M4X,1793065.0,2015-09-10
279,,0.203,M4L,1795747.0,2015-09-11
283,,0.0505,M6J,1793601.0,2015-09-11
282,,<0.0500,M9A,1798132.0,2015-09-11
281,,0.0893,M9A,1796399.0,2015-09-11
278,,0.217,M1H,1795742.0,2015-09-11
280,,<0.0500,M4C,1795744.0,2015-09-11
275,,<0.0500,M1N,1796395.0,2015-09-12
276,,0.348,M6R,1793067.0,2015-09-12
277,,<0.0500,M1L,1793072.0,2015-09-12
271,,0.0583,M6J,1793070.0,2015-09-13
272,,<0.0500,M4J,1795985.0,2015-09-13
273,,<0.0500,M6L,1798153.0,2015-09-13
274,,0.389,M6J,1793061.0,2015-09-13
268,,0.117,M4E,1795745.0,2015-09-14
269,,8.58,M4J,1795741.0,2015-09-14
270,,16.2,M4K,1795740.0,2015-09-14
265,,<0.0500,M3H,1795743.0,2015-09-15
266,,3.49,M1N,1795749.0,2015-09-15
267,,0.0561,M4K,1795739.0,2015-09-15
264,,0.867,M6J,1804988.0,2015-09-16
261,,<0.0500,M6S,1796391.0,2015-09-16
263,,0.438,M4M,1798127.0,2015-09-16
262,,2.32,M6P,1796396.0,2015-09-16
259,,<0.0500,M6S,1796376.0,2015-09-17
260,,2.45,M4B,1795724.0,2015-09-17
258,,<0.0500,M6R,1798133.0,2015-09-17
257,,<0.0500,M6C,1796392.0,2015-09-18
256,,0.106,M1K,1796397.0,2015-09-21
249,,<0.0500,M1S,1796398.0,2015-09-22
250,,0.0577,M6S,1796393.0,2015-09-22
252,,0.0578,M4J,1798128.0,2015-09-22
251,,0.181,M4B,1798119.0,2015-09-22
254,,0.428,M4G,1798120.0,2015-09-22
255,,6.21,M4J,1798129.0,2015-09-22
253,,3.26,M4J,1798131.0,2015-09-22
248,,<0.0500,M1P,1796394.0,2015-09-23
247,,<0.0500,M8Z,1804992.0,2015-09-23
246,,1.70,M6S,1796374.0,2015-09-24
245,,3.18,M4M,1800385.0,2015-09-24
244,,1.73,M6E,1800403.0,2015-09-25
243,,0.649,M6K,1800392.0,2015-09-25
242,,3.08,M4K,1800407.0,2015-09-27
238,,<0.0500,M8W,1805004.0,2015-09-28
239,,0.123,M4C,1800350.0,2015-09-28
241,,59.1,M6E,1800431.0,2015-09-28
240,,<0.0500,M4J,1800406.0,2015-09-28
237,,0.952,M4L,1800430.0,2015-09-29
236,,1.23,M6P,1802410.0,2015-09-29
235,,1.90,M4J,1800393.0,2015-09-29
234,,1.11,M4J,1800384.0,2015-09-30
233,,2.15,M6E,1803071.0,2015-10-01
228,,1.66,M4E,1803074.0,2015-10-02
225,,<0.0500,M4C,1803072.0,2015-10-02
232,,1.13,M6M,1803116.0,2015-10-02
229,,0.0846,M4C,1803121.0,2015-10-02
221,,0.0853,M9C,1804987.0,2015-10-05
222,,0.0903,M6K,1804999.0,2015-10-05
218,,23.0,M6S,1805929.0,2015-10-06
214,,<0.0500,M6G,1805932.0,2015-10-07
217,,0.0965,M4L,1805930.0,2015-10-07
213,,<0.0500,M6G,1807325.0,2015-10-07
215,,4.74,M4E,1805944.0,2015-10-07
216,,1.23,M4L,1805920.0,2015-10-07
208,,0.138,M5M,1804193.0,2015-10-08
210,,1.23,M6P,1807323.0,2015-10-08
207,,<0.0500,M6A,1804211.0,2015-10-08
203,,2.07,M6R,1807368.0,2015-10-08
206,,0.123,M2M,1804219.0,2015-10-08
211,,<0.0500,M2H,1804192.0,2015-10-08
209,,1.89,M6G,1807324.0,2015-10-08
204,,0.492,M6K,1807326.0,2015-10-08
202,,<0.0500,M6S,1805003.0,2015-10-09
200,,20.6,M4C,1805918.0,2015-10-09
201,,2.45,M6R,1807373.0,2015-10-09
196,,1.45,M4C,1805919.0,2015-10-13
197,,8.50,M5P,1816975.0,2015-10-13
194,,2.95,M1L,1809119.0,2015-10-14
193,,0.290,M5M,1816979.0,2015-10-14
191,,0.231,M6S,1808172.0,2015-10-15
192,,<0.0500,M9A,1812693.0,2015-10-15
188,,<0.0500,M1N,1809120.0,2015-10-16
187,,<0.0500,M1E,1815474.0,2015-10-17
186,,2.50,M4K,1809156.0,2015-10-18
182,,0.477,M4N,1809153.0,2015-10-19
183,,1.43,M4C,1809133.0,2015-10-19
184,,<0.0500,M4G,1816996.0,2015-10-19
181,,0.204,M4G,1809146.0,2015-10-20
179,,0.539,M5N,1812695.0,2015-10-20
180,,0.323,M4M,1809135.0,2015-10-20
178,,0.341,M4L,1809144.0,2015-10-21
174,,0.386,M6K,1812731.0,2015-10-22
175,,3.44,M4S,1811343.0,2015-10-22
169,,0.900,M6H,1812755.0,2015-10-23
171,,1.60,M5R,1812760.0,2015-10-23
163,,0.988,M4E,1815974.0,2015-10-26
167,,1.17,M8W,1811344.0,2015-10-26
158,,1.54,M4C,1816003.0,2015-10-26
150,,<0.0500,M6S,1812697.0,2015-10-29
152,,1.07,M6S,1812745.0,2015-10-29
151,,2.48,M6S,1812758.0,2015-10-29
147,,0.423,M4L,1815436.0,2015-11-01
145,,2.33,M4R,1830483.0,2015-11-02
144,,4.96,M6C,1815429.0,2015-11-02
143,,0.113,M4G,1818480.0,2015-11-02
142,,1.92,M6S,1815445.0,2015-11-02
146,,0.119,M4E,1816002.0,2015-11-02
141,,<0.0500,M6H,1815428.0,2015-11-03
140,,0.243,M6S,1818484.0,2015-11-03
139,,0.290,M3J,1817000.0,2015-11-04
138,,0.289,M4K,1815976.0,2015-11-04
137,,0.0554,M9C,1816993.0,2015-11-04
136,,0.0938,M4M,1818481.0,2015-11-06
135,,1.26,M4L,1817947.0,2015-11-06
134,,<0.0500,M6S,1816976.0,2015-11-07
133,,1.15,M4C,1818486.0,2015-11-08
130,,1.83,M8W,1816977.0,2015-11-09
131,,0.774,M4L,1817911.0,2015-11-09
132,,0.146,M4C,1817964.0,2015-11-09
129,,21.3,M6K,1820008.0,2015-11-10
128,,1.54,M4S,1819505.0,2015-11-10
127,,<0.0500,M1K,1842429.0,2015-11-11
126,,0.308,M4T,1819525.0,2015-11-11
125,,<0.0500,M4J,1819503.0,2015-11-11
124,,13.4,M6P,1819502.0,2015-11-11
123,,0.756,M4C,1819501.0,2015-11-11
122,,0.520,M4R,1825628.0,2015-11-12
121,,0.0921,M6S,1820005.0,2015-11-12
120,,0.863,M4P,1818485.0,2015-11-12
119,,1.84,M6S,1818497.0,2015-11-12
118,,1.12,M4J,1819498.0,2015-11-13
117,,0.0588,M4C,1819524.0,2015-11-13
116,,2.49,M4L,1828792.0,2015-11-14
115,,0.846,M4J,1819504.0,2015-11-15
112,,0.131,M8X,1819991.0,2015-11-16
111,,<0.0500,M6E,1819499.0,2015-11-16
114,,0.158,M4E,1819500.0,2015-11-16
113,,1.07,M4J,1819532.0,2015-11-16
107,,0.533,M4L,1824180.0,2015-11-17
108,,0.869,M4L,1824177.0,2015-11-17
109,,0.632,M4G,1825647.0,2015-11-17
110,,1.44,M4C,1823094.0,2015-11-17
102,,0.681,M6N,1823093.0,2015-11-18
103,,0.654,M6P,1823095.0,2015-11-18
104,,1.62,M4K,1824182.0,2015-11-18
105,,1.74,M6R,1823107.0,2015-11-18
106,,<0.0500,M4L,1824195.0,2015-11-18
101,,0.285,M4J,1828897.0,2015-11-19
100,,<0.0500,M4B,1824198.0,2015-11-20
98,,<0.0500,M6P,1825586.0,2015-11-22
97,,2.06,M4E,1824176.0,2015-11-22
99,,<0.0500,M4Y,1825618.0,2015-11-22
96,,2.91,M4L,1824175.0,2015-11-23
95,,<0.0500,M1N,1826072.0,2015-11-23
94,,0.156,M2N,1825641.0,2015-11-23
93,,0.454,M6S,1826058.0,2015-11-23
92,,0.335,M4C,1824196.0,2015-11-23
91,,<0.0500,M1N,1823092.0,2015-11-23
90,,0.0834,M3H,1826063.0,2015-11-24
89,,<0.0500,M6N,1826046.0,2015-11-24
88,,0.0972,M4E,1824178.0,2015-11-24
87,,<0.0500,M4N,1826061.0,2015-11-24
86,,<0.0500,M4B,1824199.0,2015-11-24
82,,<0.0500,M6N,1826146.0,2015-11-25
81,,<0.0500,M6S,1826044.0,2015-11-25
84,,0.472,M4E,1824197.0,2015-11-25
85,,4.06,M5M,1825643.0,2015-11-25
83,,1.48,M6H,1826091.0,2015-11-25
80,,1.91,M4R,1828814.0,2015-11-26
79,,0.0519,M6P,1826059.0,2015-11-26
74,,<0.0500,M4J,1826043.0,2015-11-27
75,,0.0796,M4J,1828918.0,2015-11-27
73,,0.0571,M4M,1828869.0,2015-11-27
77,,4.16,M1K,1842428.0,2015-11-27
78,,<0.0500,M5S,1826060.0,2015-11-27
76,,1.91,M6P,1826045.0,2015-11-27
72,,1.37,M4E,1825587.0,2015-11-28
71,,0.559,M1N,1825157.0,2015-11-29
70,,0.122,M4J,1828870.0,2015-11-29
69,,<0.0500,M1K,1842425.0,2015-11-30
68,,1.58,M4E,1828816.0,2015-11-30
67,,0.116,M8V,1826090.0,2015-11-30
64,,1.26,M4L,1828914.0,2015-12-01
63,,0.640,M4E,1830480.0,2015-12-01
65,,<0.0500,M1L,1828456.0,2015-12-01
66,,0.583,M4C,1828817.0,2015-12-01
62,,0.0605,M4A,1842424.0,2015-12-02
61,,2.55,M9C,1828941.0,2015-12-02
60,,<0.0500,M4V,1830485.0,2015-12-02
59,,<0.0500,M4M,1828815.0,2015-12-03
58,,<0.0500,M6P,1830487.0,2015-12-03
57,,2.02,M4C,1828793.0,2015-12-03
56,,3.51,M5M,1828457.0,2015-12-03
55,,3.54,M8V,1828940.0,2015-12-04
54,,0.563,M4E,1828791.0,2015-12-04
53,,1.32,M6C,1830482.0,2015-12-07
52,,<0.0500,M4K,1828919.0,2015-12-07
50,,0.670,M6H,1830484.0,2015-12-08
49,,1.04,M6H,1830486.0,2015-12-08
51,,0.723,M6J,1832034.0,2015-12-08
48,,<0.0500,M4N,1834897.0,2015-12-09
47,,0.179,M4W,1830464.0,2015-12-09
46,,0.111,M5M,1832036.0,2015-12-09
45,,5.88,M6E,1832046.0,2015-12-09
44,,<0.0500,M3C,1832033.0,2015-12-10
43,,4.95,M4C,1832037.0,2015-12-10
42,,<0.0500,M4W,1830481.0,2015-12-10
41,,83.3,M4E,1834924.0,2015-12-10
40,,<0.0500,M6S,1832047.0,2015-12-11
39,,<0.0500,M6C,1832035.0,2015-12-11
38,,<0.0500,M4C,1832039.0,2015-12-11
36,,0.241,M4J,1832038.0,2015-12-13
37,,2.23,M4R,1832032.0,2015-12-13
35,,0.882,M6E,1848396.0,2015-12-13
34,,<0.0500,M6S,1838093.0,2015-12-13
33,,1.37,M6S,1833825.0,2015-12-14
32,,<0.0500,M3H,1834925.0,2015-12-15
31,,<0.0500,M4C,1837014.0,2015-12-16
30,,0.226,M6S,1833588.0,2015-12-16
29,,<0.0500,M4K,1833587.0,2015-12-16
28,,0.0849,M8Z,1833826.0,2015-12-17
27,,1.53,M6H,1833823.0,2015-12-17
26,,0.710,M4S,1834928.0,2015-12-17
