,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT,Lead Amount ppb,Partial Postal Code,Sampled Date
852,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,4.4,2014-08-14,4.71,M4K,2014-08-06
854,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.1,2014-08-14,0.195,M6S,2014-08-06
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,<0.0500,M2K,2014-08-06
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,<0.0500,M2K,2015-02-11
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,<0.0500,M4R,2014-08-06
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,<0.0500,M4R,2015-02-11
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,0.719,M2K,2014-08-06
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,0.719,M2K,2015-02-11
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,0.719,M4R,2014-08-06
857,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-14,0.719,M4R,2015-02-11
861,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-08-07,1.36,M6C,2014-08-06
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.0779,M6S,2014-08-06
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.0779,M6S,2015-02-10
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.0779,M6S,2014-08-06
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.0779,M6S,2015-02-10
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.127,M6S,2014-08-06
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.127,M6S,2015-02-10
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.127,M6S,2014-08-06
864,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,20.6,2014-08-07,0.127,M6S,2015-02-10
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,1.29,M6N,2014-08-05
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,1.29,M6N,2015-02-09
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,1.29,,2014-08-05
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,1.29,,2015-02-09
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,4.02,M6N,2014-08-05
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,4.02,M6N,2015-02-09
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,4.02,,2014-08-05
870,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.2,2014-08-07,4.02,,2015-02-09
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,<0.0500,M6R,2014-08-05
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,<0.0500,M6R,2015-02-09
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,<0.0500,M4J,2014-08-05
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,<0.0500,M4J,2015-02-09
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,2.07,M6R,2014-08-05
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,2.07,M6R,2015-02-09
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,2.07,M4J,2014-08-05
871,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-15,2.07,M4J,2015-02-09
872,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.5,2014-05-15,1.11,M4C,2014-08-05
873,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,24.8,2014-05-15,<0.0500,M4N,2014-08-05
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M4J,2014-08-05
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M4J,2015-02-08
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M3L,2014-08-05
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M3L,2015-02-08
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M4J,2014-08-05
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M4J,2015-02-08
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M3L,2014-08-05
874,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.3,2014-05-15,<0.0500,M3L,2015-02-08
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,3.12,M4M,2014-08-05
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,3.12,M4M,2015-02-06
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,3.12,M3H,2014-08-05
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,3.12,M3H,2015-02-06
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,0.0524,M4M,2014-08-05
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,0.0524,M4M,2015-02-06
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,0.0524,M3H,2014-08-05
875,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.9,2014-05-15,0.0524,M3H,2015-02-06
876,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,4.9,2014-05-15,0.0846,M6S,2014-08-05
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,6.51,M6S,2014-08-05
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,6.51,M6S,2015-02-06
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,6.51,M6C,2014-08-05
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,6.51,M6C,2015-02-06
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,0.125,M6S,2014-08-05
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,0.125,M6S,2015-02-06
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,0.125,M6C,2014-08-05
877,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.5,2014-05-15,0.125,M6C,2015-02-06
878,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0848,M6S,2014-08-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0758,M4C,2014-08-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0758,M4C,2015-02-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0758,M5M,2014-08-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0758,M5M,2015-02-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0503,M4C,2014-08-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0503,M4C,2015-02-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0503,M5M,2014-08-05
879,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.0,2014-05-15,0.0503,M5M,2015-02-05
880,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.9,2014-05-15,0.335,M6S,2014-08-05
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,<0.0500,M4B,2014-08-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,<0.0500,M4B,2015-02-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,<0.0500,M4J,2014-08-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,<0.0500,M4J,2015-02-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.210,M4B,2014-08-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.210,M4B,2015-02-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.210,M4J,2014-08-04
881,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.210,M4J,2015-02-04
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.124,M8Y,2014-08-02
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.124,M8Y,2015-02-04
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.124,M6S,2014-08-02
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.124,M6S,2015-02-04
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.985,M8Y,2014-08-02
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.985,M8Y,2015-02-04
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.985,M6S,2014-08-02
882,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-05-13,0.985,M6S,2015-02-04
883,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,2.6,2014-05-13,3.56,M6C,2014-08-02
884,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,34.0,2014-05-13,0.364,M4E,2014-08-01
885,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,9.5,2014-05-13,0.127,M4N,2014-08-01
886,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,9.7,2014-05-13,0.0817,M9P,2014-08-01
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,4.51,M4S,2014-08-01
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,4.51,M4S,2015-02-02
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,4.51,M6E,2014-08-01
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,4.51,M6E,2015-02-02
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,2.67,M4S,2014-08-01
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,2.67,M4S,2015-02-02
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,2.67,M6E,2014-08-01
887,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-05-13,2.67,M6E,2015-02-02
888,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.7,2014-05-13,0.0538,M4K,2014-08-01
889,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.6,2014-05-13,0.963,M4J,2014-08-01
890,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.8,2014-05-13,0.381,M6C,2014-08-01
893,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,3.7,2014-03-13,8.97,M4J,2014-08-01
895,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,1.5,2014-03-13,<0.0500,M6P,2014-08-01
901,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.4,2014-03-06,<0.0500,M9R,2014-07-31
906,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,9.5,2014-03-06,0.153,M2P,2014-07-31
910,RADFORD ARMY AMMUNITION PLANT,51121,MONTGOMERY,1380,LEAD,0.6,2014-03-06,0.0860,M4K,2014-07-30
921,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,2.8,2014-07-28,<0.0500,M9N,2014-07-29
923,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.2,2014-07-24,1.40,M2P,2014-07-29
924,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,1.3,2014-07-23,0.0993,M6S,2014-07-29
925,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.8,2014-07-23,<0.0500,M6H,2014-07-29
928,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,7.0,2014-07-23,0.469,M5R,2014-07-29
929,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.6,2014-07-23,0.520,M6G,2014-07-29
930,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,2.9,2014-07-22,4.34,M6H,2014-07-29
940,VICKER HEIGHTS,51121,MONTGOMERY,27,LEAD,0.0,2015-09-22,3.19,M4J,2014-07-29
956,WALTON FARMS SUBDIVISION,51121,MONTGOMERY,135,LEAD,1.3,2014-09-04,0.226,M9A,2014-07-28
958,WALTON FARMS SUBDIVISION,51121,MONTGOMERY,135,LEAD,0.0,2014-08-13,0.175,M8X,2014-07-28
959,WALTON FARMS SUBDIVISION,51121,MONTGOMERY,135,LEAD,1.8,2014-08-07,0.147,M4E,2014-07-28
969,WOODVIEW SUBDIVISION,51121,MONTGOMERY,77,LEAD,7.4,2014-08-14,2.55,M4C,2014-07-25
970,WOODVIEW SUBDIVISION,51121,MONTGOMERY,77,LEAD,0.9,2014-08-14,0.0754,M5T,2014-07-25
977,BROOKMONT AREA,51155,PULASKI,100,LEAD,0.0,2014-08-28,2.33,M4C,2014-07-25
979,BROOKMONT AREA,51155,PULASKI,100,LEAD,0.0,2014-08-27,1.21,M4N,2014-07-25
986,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13,8.60,M6K,2014-07-25
992,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13,0.0838,M4J,2014-07-24
998,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,2.13,2014-08-13,3.64,M6K,2014-07-24
1000,DUBLIN TOWN OF,51155,PULASKI,6813,LEAD,0.0,2014-08-13,0.158,M4J,2014-07-23
1001,DULANEY TRAILER PARK,51155,PULASKI,31,LEAD,0.0,2014-06-24,22.3,M4C,2014-07-23
1002,DULANEY TRAILER PARK,51155,PULASKI,31,LEAD,0.0,2014-06-24,6.19,M4P,2014-07-23
1003,DULANEY TRAILER PARK,51155,PULASKI,31,LEAD,0.0,2014-06-24,0.850,M4J,2014-07-23
1004,DULANEY TRAILER PARK,51155,PULASKI,31,LEAD,0.0,2014-06-24,0.0880,M4C,2014-07-23
1005,DULANEY TRAILER PARK,51155,PULASKI,31,LEAD,0.0,2014-06-24,0.858,M6R,2014-07-23
1010,LAKEVIEW WATERWORKS,51155,PULASKI,120,LEAD,2.0,2014-09-30,2.85,M4C,2014-07-22
1015,LAKEWOOD ESTATES,51155,PULASKI,65,LEAD,0.0,2015-08-14,0.608,M6E,2014-07-22
1018,MT OLIVET,51155,PULASKI,345,LEAD,0.0,2014-08-27,0.930,M6J,2014-07-22
1035,"PULASKI, TOWN OF",51155,PULASKI,9473,LEAD,0.0,2015-08-27,0.169,M4N,2014-07-21
1039,"PULASKI, TOWN OF",51155,PULASKI,9473,LEAD,0.0,2015-08-27,0.671,M6J,2014-07-21
1053,PULASKI COUNTY PSA,51155,PULASKI,9452,LEAD,3.5,2015-08-05,3.35,M6H,2014-07-20
1056,PULASKI COUNTY PSA,51155,PULASKI,9452,LEAD,1.1,2015-08-04,<0.0500,M9B,2014-07-18
1062,RIVERBEND SUBDIVISION,51155,PULASKI,72,LEAD,1.1,2015-09-16,15.3,M6S,2014-07-18
1075,CASTLEWOOD,51167,RUSSELL,5565,LEAD,0.0,2015-09-29,0.0601,M6M,2014-07-17
1077,CASTLEWOOD,51167,RUSSELL,5565,LEAD,0.0,2015-09-29,<0.0500,M4B,2014-07-17
1117,HANSONVILLE - RCPSA,51167,RUSSELL,928,LEAD,0.0,2015-09-10,0.229,M5N,2014-07-15
1130,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-05,0.378,M5A,2014-07-14
1131,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-05,0.707,M5P,2014-07-14
1137,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,1.68,M4C,2014-07-14
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,,,
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,,,2014-07-14
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,,M6H,
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,,M6H,2014-07-14
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,0.395,,
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,0.395,,2014-07-14
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,0.395,M6H,
1144,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2015-08-04,0.395,M6H,2014-07-14
1149,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-10,0.123,M6G,2014-07-13
1151,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-10,2.28,M4J,2014-07-13
1158,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,<0.0500,M6C,2014-07-11
1164,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,0.0994,M5P,2014-07-11
1175,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,0.136,M6R,2014-07-10
1179,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,0.269,M8X,2014-07-10
1183,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,2.20,M4K,2014-07-10
1185,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-09-09,3.33,M6G,2014-07-10
1188,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,3.28,M4E,2014-07-09
1189,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,3.65,M4N,2014-07-09
1190,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,<0.0500,M9W,2014-07-09
1191,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,0.0656,M4B,2014-07-09
1192,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,1.54,M6S,2014-07-09
1193,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,2.07,2014-05-23,4.20,M6R,2014-07-09
1194,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-23,0.141,M6S,2014-07-09
1195,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,<0.0500,M9R,2014-07-09
1196,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,11.2,2014-05-22,1.92,M4J,2014-07-09
1197,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,0.0829,M4B,2014-07-09
1198,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,<0.0500,M4J,2014-07-09
1199,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,2.53,2014-05-22,42.8,M6G,2014-07-09
1200,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,2.11,2014-05-22,0.302,M2P,2014-07-09
1201,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,0.260,M4K,2014-07-09
1202,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,8.14,M4C,2014-07-09
1203,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-22,0.772,M6C,2014-07-09
1204,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,0.0893,M4L,2014-07-09
1205,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,29.9,M5N,2014-07-08
1206,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,3.97,M4C,2014-07-08
1207,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,<0.0500,M4J,2014-07-08
1208,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,0.0887,M5P,2014-07-08
1209,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-21,0.597,M4J,2014-07-08
1210,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.114,M5M,2014-07-08
1211,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.192,M6A,2014-07-08
1212,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.994,M6G,2014-07-08
1213,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.141,M6E,2014-07-08
1214,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.188,M4E,2014-07-08
1215,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.485,M4N,2014-07-08
1216,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.208,M4C,2014-07-08
1217,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,13.4,M6S,2014-07-08
1218,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.160,M6A,2014-07-08
1219,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.227,M6P,2014-07-08
1220,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,<0.0500,M6C,2014-07-08
1221,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.532,M5R,2014-07-08
1222,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,24.9,M4J,2014-07-08
1223,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.153,M6R,2014-07-08
1224,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.0837,M4C,2014-07-07
1225,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,0.735,M2N,2014-07-07
1226,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-20,<0.0500,M9V,2014-07-07
1227,"LEBANON, TOWN OF",51167,RUSSELL,3458,LEAD,0.0,2014-05-19,0.142,M3H,2014-07-07
1269,COVE CREEK/SCOTT CO PSA,51169,SCOTT,139,LEAD,0.0,2014-08-05,<0.0500,M6R,2014-07-04
1279,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-26,0.387,M3L,2014-07-04
1281,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20,5.32,M4C,2014-07-04
1284,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20,<0.0500,M6N,2014-07-04
1285,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,0.0,2014-08-20,0.136,M4B,2014-07-04
1290,DUFFIELD_SCOTT CO PSA,51169,SCOTT,4600,LEAD,3.17,2014-08-19,0.178,M4G,2014-07-03
1300,EAST CARTERS VALLEY,51169,SCOTT,285,LEAD,0.0,2014-09-08,1.44,M4P,2014-07-02
1301,ECV/SCOTT CO PSA,51169,SCOTT,437,LEAD,2.54,2014-07-22,0.162,M4V,2014-07-02
1305,ECV/SCOTT CO PSA,51169,SCOTT,437,LEAD,0.0,2014-07-22,0.0980,M4N,2014-07-02
1313,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,32.6,2014-08-14,0.0651,M4E,2014-07-01
1315,"GATE CITY, TOWN OF",51169,SCOTT,2034,LEAD,0.0,2014-08-14,<0.0500,M4M,2014-07-01
