,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT,Lead Amount ppb,Partial Postal Code,Sampled Date
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M3B,2014-12-02
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M3B,2015-11-23
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M1N,2014-12-02
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M1N,2015-11-23
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M3B,2014-12-02
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M3B,2015-11-23
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M1N,2014-12-02
95,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-09-02,<0.0500,M1N,2015-11-23
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.748,M6H,2014-11-29
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.748,M6H,2015-11-18
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.748,M6P,2014-11-29
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.748,M6P,2015-11-18
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.654,M6H,2014-11-29
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.654,M6H,2015-11-18
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.654,M6P,2014-11-29
103,CARROLL REGIONAL WATER SYSTEM,51035,CARROLL,7500,LEAD,0.0,2015-08-26,0.654,M6P,2015-11-18
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.982,M4L,2014-11-18
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.982,M4L,2015-11-04
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.982,M4K,2014-11-18
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.982,M4K,2015-11-04
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.289,M4L,2014-11-18
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.289,M4L,2015-11-04
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.289,M4K,2014-11-18
138,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.289,M4K,2015-11-04
140,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-12-15,0.243,M6S,2015-11-03
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,0.221,M5M,2014-11-18
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,0.221,M5M,2015-11-02
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,0.221,M6C,2014-11-18
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,0.221,M6C,2015-11-02
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,4.96,M5M,2014-11-18
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,4.96,M5M,2015-11-02
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,4.96,M6C,2014-11-18
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24,4.96,M6C,2015-11-02
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,9.46,M4G,2014-11-17
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,9.46,M4G,2015-11-01
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,9.46,M4L,2014-11-17
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,9.46,M4L,2015-11-01
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,0.423,M4G,2014-11-17
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,0.423,M4G,2015-11-01
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,0.423,M4L,2014-11-17
147,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,0.423,M4L,2015-11-01
149,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2014-09-24,0.481,M6R,2014-11-17
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,13.4,M6J,2014-11-10
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,13.4,M6J,2015-10-20
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,13.4,M4G,2014-11-10
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,13.4,M4G,2015-10-20
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,0.204,M6J,2014-11-10
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,0.204,M6J,2015-10-20
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,0.204,M4G,2014-11-10
181,PINEBROOK SUBDIVISION,51035,CARROLL,25,LEAD,0.0,2015-08-26,0.204,M4G,2015-10-20
248,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,<0.0500,M1P,2015-09-23
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,5.87,M6J,2014-10-27
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,5.87,M6J,2015-09-22
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,5.87,M1S,2014-10-27
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,5.87,M1S,2015-09-22
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,<0.0500,M6J,2014-10-27
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,<0.0500,M6J,2015-09-22
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,<0.0500,M1S,2014-10-27
249,BIG ROCK TRAILER PARK,51063,FLOYD,60,LEAD,0.0,2014-08-12,<0.0500,M1S,2015-09-22
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,0.0807,M6G,2014-10-24
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,0.0807,M6G,2015-09-22
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,0.0807,M4J,2014-10-24
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,0.0807,M4J,2015-09-22
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,6.21,M6G,2014-10-24
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,6.21,M6G,2015-09-22
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,6.21,M4J,2014-10-24
255,FLOYD-FLOYD CO PSA,51063,FLOYD,2300,LEAD,0.0,2015-09-01,6.21,M4J,2015-09-22
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.186,M5T,2014-10-22
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.186,M5T,2015-09-16
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.186,M4M,2014-10-22
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.186,M4M,2015-09-16
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.438,M5T,2014-10-22
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.438,M5T,2015-09-16
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.438,M4M,2014-10-22
263,CURVE ROAD,51071,GILES,88,LEAD,2.8,2014-09-03,0.438,M4M,2015-09-16
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.743,M4K,2014-10-20
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.743,M4K,2015-09-13
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.743,M6J,2014-10-20
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.743,M6J,2015-09-13
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.389,M4K,2014-10-20
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.389,M4K,2015-09-13
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.389,M6J,2014-10-20
274,"GLEN LYN, TOWN OF",51071,GILES,193,LEAD,0.0,2014-07-30,0.389,M6J,2015-09-13
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,0.0973,M8V,2014-10-20
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,0.0973,M8V,2015-09-12
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,0.0973,M1N,2014-10-20
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,0.0973,M1N,2015-09-12
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,<0.0500,M8V,2014-10-20
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,<0.0500,M8V,2015-09-12
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,<0.0500,M1N,2014-10-20
275,HOGES CHAPEL,51071,GILES,1114,LEAD,1.4,2014-08-29,<0.0500,M1N,2015-09-12
276,HOGES CHAPEL,51071,GILES,1114,LEAD,8.0,2014-08-29,0.348,M6R,2015-09-12
278,HOGES CHAPEL,51071,GILES,1114,LEAD,6.0,2014-08-29,0.217,M1H,2015-09-11
281,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-08-29,0.0893,M9A,2015-09-11
283,HOGES CHAPEL,51071,GILES,1114,LEAD,0.6,2014-08-28,0.0505,M6J,2015-09-11
287,HOGES CHAPEL,51071,GILES,1114,LEAD,0.0,2014-08-26,<0.0500,M6G,2015-09-09
289,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-08-25,0.139,M6P,2015-09-08
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,<0.0500,M9B,2014-10-16
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,<0.0500,M9B,2015-09-04
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,<0.0500,M4C,2014-10-16
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,<0.0500,M4C,2015-09-04
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,8.44,M9B,2014-10-16
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,8.44,M9B,2015-09-04
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,8.44,M4C,2014-10-16
294,HOGES CHAPEL,51071,GILES,1114,LEAD,1.0,2014-06-17,8.44,M4C,2015-09-04
295,HOGES CHAPEL,51071,GILES,1114,LEAD,1.3,2014-06-17,7.09,M6S,2015-09-03
296,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,0.226,M8W,2015-09-03
297,HOGES CHAPEL,51071,GILES,1114,LEAD,0.7,2014-06-16,0.328,M4C,2015-09-03
298,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,8.17,M4C,2015-09-02
299,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,<0.0500,M8V,2015-09-02
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,0.319,M6R,2014-10-16
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,0.319,M6R,2015-09-02
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,0.319,M4L,2014-10-16
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,0.319,M4L,2015-09-02
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,2.87,M6R,2014-10-16
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,2.87,M6R,2015-09-02
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,2.87,M4L,2014-10-16
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16,2.87,M4L,2015-09-02
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.364,M6C,2014-10-15
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.364,M6C,2015-09-02
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.364,M6N,2014-10-15
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.364,M6N,2015-09-02
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.970,M6C,2014-10-15
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.970,M6C,2015-09-02
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.970,M6N,2014-10-15
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16,0.970,M6N,2015-09-02
302,HOGES CHAPEL,51071,GILES,1114,LEAD,2.1,2014-06-16,0.234,M6R,2015-09-01
303,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,10.9,M4L,2015-09-01
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,0.0607,M4J,2014-10-15
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,0.0607,M4J,2015-09-01
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,0.0607,M4T,2014-10-15
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,0.0607,M4T,2015-09-01
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,1.86,M4J,2014-10-15
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,1.86,M4J,2015-09-01
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,1.86,M4T,2014-10-15
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16,1.86,M4T,2015-09-01
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.146,M5T,2014-10-15
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.146,M5T,2015-09-01
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.146,M6N,2014-10-15
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.146,M6N,2015-09-01
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.967,M5T,2014-10-15
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.967,M5T,2015-09-01
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.967,M6N,2014-10-15
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16,0.967,M6N,2015-09-01
306,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-06-16,<0.0500,M6B,2015-09-01
307,HOGES CHAPEL,51071,GILES,1114,LEAD,12.6,2014-06-16,0.0983,M8X,2015-09-01
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,4.66,M4M,2014-10-14
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,4.66,M4M,2015-08-30
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,4.66,M4G,2014-10-14
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,4.66,M4G,2015-08-30
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,106,M4M,2014-10-14
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,106,M4M,2015-08-30
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,106,M4G,2014-10-14
308,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16,106,M4G,2015-08-30
309,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-06-16,0.0672,M4G,2015-08-29
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,<0.0500,M4K,2014-10-14
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,<0.0500,M4K,2015-08-29
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,<0.0500,M4C,2014-10-14
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,<0.0500,M4C,2015-08-29
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,2.01,M4K,2014-10-14
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,2.01,M4K,2015-08-29
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,2.01,M4C,2014-10-14
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16,2.01,M4C,2015-08-29
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,0.378,M6J,2014-10-14
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,0.378,M6J,2015-08-28
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,0.378,M6M,2014-10-14
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,0.378,M6M,2015-08-28
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,1.31,M6J,2014-10-14
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,1.31,M6J,2015-08-28
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,1.31,M6M,2014-10-14
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16,1.31,M6M,2015-08-28
312,HOGES CHAPEL,51071,GILES,1114,LEAD,3.3,2014-06-16,0.224,M8V,2015-08-28
313,HOGES CHAPEL,51071,GILES,1114,LEAD,3.5,2014-06-16,<0.0500,M4G,2015-08-28
333,"NARROWS, TOWN OF",51071,GILES,2518,LEAD,0.3,2014-09-10,1.16,M4L,2015-08-21
344,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.5,2014-06-12,2.54,M8X,2015-08-18
345,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,17.2,2014-06-12,0.0959,M6J,2015-08-18
346,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,1.2,2014-06-12,<0.0500,M1L,2015-08-17
347,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.4,2014-06-12,1.18,M6N,2015-08-17
348,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,2.9,2014-06-12,<0.0500,M6A,2015-08-17
349,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.7,2014-06-12,4.27,M6K,2015-08-17
350,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.6,2014-06-12,<0.0500,M2R,2015-08-17
351,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,2.5,2014-06-12,1.92,M1N,2015-08-14
352,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.2,2014-06-12,0.125,M4L,2015-08-13
353,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,1.2,2014-06-12,<0.0500,M8Z,2015-08-13
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.0774,M4C,2014-10-02
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.0774,M4C,2015-08-10
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.0774,M1N,2014-10-02
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.0774,M1N,2015-08-10
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.206,M4C,2014-10-02
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.206,M4C,2015-08-10
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.206,M1N,2014-10-02
361,"RICH CREEK, TOWN OF",51071,GILES,928,LEAD,1.0,2014-08-29,0.206,M1N,2015-08-10
368,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-08-29,<0.0500,M4K,2015-08-07
369,ROUTE 100 AREA,51071,GILES,295,LEAD,0.9,2014-08-29,15.7,M4P,2015-08-07
375,ROUTE 100 AREA,51071,GILES,295,LEAD,0.6,2014-08-29,<0.0500,M6R,2015-08-05
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.214,M6G,2014-10-01
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.214,M6G,2015-08-04
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.214,M8W,2014-10-01
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.214,M8W,2015-08-04
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.734,M6G,2014-10-01
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.734,M6G,2015-08-04
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.734,M8W,2014-10-01
378,ROUTE 100 AREA,51071,GILES,295,LEAD,3.1,2014-06-16,0.734,M8W,2015-08-04
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,0.787,M5N,2014-10-01
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,0.787,M5N,2015-08-04
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,0.787,M6S,2014-10-01
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,0.787,M6S,2015-08-04
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,3.53,M5N,2014-10-01
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,3.53,M5N,2015-08-04
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,3.53,M6S,2014-10-01
379,ROUTE 100 AREA,51071,GILES,295,LEAD,1.7,2014-06-16,3.53,M6S,2015-08-04
380,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,1.85,M6R,2015-08-04
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,1.07,M4J,2014-09-30
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,1.07,M4J,2015-08-04
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,1.07,M4K,2014-09-30
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,1.07,M4K,2015-08-04
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,0.447,M4J,2014-09-30
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,0.447,M4J,2015-08-04
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,0.447,M4K,2014-09-30
381,ROUTE 100 AREA,51071,GILES,295,LEAD,0.8,2014-06-16,0.447,M4K,2015-08-04
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.213,M6S,2014-09-30
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.213,M6S,2015-08-04
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.213,M9B,2014-09-30
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.213,M9B,2015-08-04
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.0736,M6S,2014-09-30
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.0736,M6S,2015-08-04
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.0736,M9B,2014-09-30
382,ROUTE 100 AREA,51071,GILES,295,LEAD,2.1,2014-06-16,0.0736,M9B,2015-08-04
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,2.77,M1N,2014-09-30
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,2.77,M1N,2015-08-04
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,2.77,M4J,2014-09-30
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,2.77,M4J,2015-08-04
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0782,M1N,2014-09-30
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0782,M1N,2015-08-04
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0782,M4J,2014-09-30
383,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0782,M4J,2015-08-04
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0524,M6R,2014-09-30
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0524,M6R,2015-08-01
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0524,M4G,2014-09-30
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,0.0524,M4G,2015-08-01
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,3.82,M6R,2014-09-30
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,3.82,M6R,2015-08-01
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,3.82,M4G,2014-09-30
384,ROUTE 100 AREA,51071,GILES,295,LEAD,1.3,2014-06-16,3.82,M4G,2015-08-01
385,ROUTE 100 AREA,51071,GILES,295,LEAD,0.3,2014-06-16,1.15,M4N,2014-09-30
